[2.0, 5.0688373, 3.1403378, 1.2891084, 0.57634216, 2.7268616, 1.910392, 4.6027145, 3.362192, 4.025317, 2.8503988]
[2.0, 4.5426593, 2.5859775, 4.1604586, 3.4542063, 4.4436954, 4.0238492, 3.1987725, 2.973449, 2.6177713, 1.6957015]
[2.0, 3.0368775, 4.1267346, 1.5688752, 2.8205028, 4.0847037, 1.546575, 2.7657077, 4.1374901, 2.3959145, 4.1420818]
[2.0, 3.3027869, 1.7263549, 4.6496685, 2.8014238, 2.9564756, 4.3533222, 4.5761969, 3.9006536, 4.7096847, 3.9380404]
[2.0, 2.3654088, 3.0060969, 2.2492359, 2.464983, 2.0416729, 4.4541987, 1.8127373, 2.4133717, 1.8173708, 3.0851434]
[2.0, 2.7739369, 2.5290374, 3.1626539, 0.98176281, 2.9546809, 3.9060529, 4.7940013, 5.8913947, 2.0460897, 2.1928838]
[2.0, 2.470569, 2.6956842, 2.2652492, 3.2809853, 5.4415406, 1.8963013, 5.0379076, 3.3178736, 2.6337245, 3.2799677]
[2.0, 2.5604719, 2.5904312, 2.0026738, 2.2065848, 0.78255993, 1.7809797, 2.0549056, 2.9738383, 2.9928553, 1.6859608]
[2.0, 3.2262202, 2.0166239, 3.1861294, 2.5771315, 1.3274516, 1.7960005, 4.1778747, 2.0219016, 1.723711, 1.5847779]
[1.0, 3.7935123, -0.10134041, 3.0881147, 3.3181992, 3.118759, 3.0578466, 2.6514664, 4.5277245, 1.3918027, 2.4248071]
[2.0, 4.1984798, 4.6962982, 1.634114, 1.1494679, 4.9802639, 4.8094835, 3.60768, 2.641116, 3.2928414, 2.8616235]
[2.0, 3.9575864, 2.9025602, 0.33396418, 1.9807348, 2.325866, 2.3749735, 1.8660643, 1.6101164, 2.6151125, 2.8727727]
[1.0, 3.0927076, 3.183426, 2.8172024, 3.0024721, 3.9164937, 3.3148443, 2.7707531, 2.4530878, 2.9732205, 2.7194755]
[2.0, 2.9417525, 3.624445, 2.198638, 3.565364, 2.2468433, 1.8445962, 3.1432742, 2.7354436, 3.458233, 3.5724686]
[2.0, 2.4842819, 3.0000364, 4.1447528, 2.681974, 2.7925845, 2.9724401, 1.1247051, 5.1014963, 1.1013836, 4.7618301]
[1.0, 3.1483349, 1.9972445, 3.1164802, 3.5937479, 3.5067915, 3.7657981, 4.1783068, 4.2124571, 3.1713603, 3.9280634]
[2.0, 1.4716582, 2.6373779, 4.537424, 2.5195089, 2.2143479, 2.5033731, 3.0220174, 3.05692, 3.9676369, 3.9462226]
[2.0, 5.0051948, 3.4000968, 4.8739081, 3.2368677, 3.152761, 1.8155679, 1.833306, 2.6277355, 2.6917317, 3.705558]
[2.0, 2.1161768, 3.8202634, 1.4496538, 2.1737669, 2.1035479, 2.8987477, 3.7978567, 2.1943035, 2.9061298, 2.7778904]
[2.0, 2.9020079, 4.1573564, 4.5019988, 1.7909717, 3.0840764, 2.4594815, 3.0017344, 2.5042356, 3.7030245, 1.7596495]
[1.0, 2.5550686, 3.2059225, 2.8886693, 4.5032438, 3.1561691, 3.1096927, 1.7764847, 3.339593, 3.8094073, 2.2661083]
[2.0, 3.0868999, 2.7870654, 2.9127632, 3.3838964, 2.0179548, 1.7270246, 1.4509174, 2.9708531, 2.3621892, 3.1667526]
[1.0, 2.9588282, 2.0389917, 2.2862184, 2.7516876, 3.6838588, 2.750884, 3.6571727, 3.3310636, 3.6453461, 1.5511126]
[2.0, 2.4087506, 2.23658, 2.8845648, 3.0763044, 2.7625617, 4.7853781, 3.262444, 3.10098, 3.7169522, 4.4249309]
[2.0, 3.2806954, 2.2584843, 3.7094421, 3.5211601, 2.746, 2.4000138, 2.3720192, 2.7644773, 3.132746, 2.4372042]
[1.0, 2.3357831, 2.4923775, 2.5356065, 2.6371348, 3.6089704, 4.1438908, 3.4084175, 1.7524286, 2.158627, 2.208039]
[2.0, 2.679914, 3.0501311, 1.8872856, 2.629304, 3.1455549, 3.6308238, 4.3437037, 3.8630457, 4.6362582, 1.4035235]
[1.0, 2.2268269, 3.5559962, 2.2158984, 3.610228, 3.1036824, 3.1632049, 2.4937013, 1.7194495, 2.6277492, 3.2202099]
[2.0, 2.6272634, 4.5654863, 2.2850106, 3.4087306, 5.2665799, 4.1579803, 3.5926223, 3.7255311, 3.5031764, 3.6501154]
[2.0, 1.7608887, -0.53955946, 5.4207348, 3.0396382, 1.2939407, 1.4062412, 3.8634063, 3.3271446, 3.011633, 4.313545]
[1.0, 3.937996, 3.8197426, 2.5829095, 4.9953928, 3.0730961, 2.2498033, 2.4745137, 2.3204379, 3.8830637, 2.9545087]
[2.0, 3.9622991, 2.8744562, 3.9703354, 3.8098366, 4.779474, 2.2538237, 3.3419287, 3.0536896, 2.6999862, 3.0463045]
[2.0, 2.6365909, 0.93089729, 3.2658461, 2.9256642, 1.4375505, 1.3473604, 2.5514536, 2.6969116, 3.9273896, 1.063935]
[2.0, 2.1530859, 4.4095784, 3.6216757, 3.8451064, 2.9807186, 2.0171732, 0.5397355, 3.3933456, 2.2950856, 3.0431002]
[1.0, 3.215839, 1.3252792, 3.5569672, 3.442356, 3.0808565, 3.7560767, 3.6047017, 1.922112, 3.689253, 2.4392315]
[2.0, 2.8520133, 3.0590748, 1.3315278, 3.5634374, 3.8447108, 4.1466104, 2.7557958, 1.3918565, 3.2505433, 2.9719734]
[2.0, 5.1781386, 2.9925479, 3.1021218, 1.3967296, 2.8594004, 0.41909215, 3.7250568, 2.7833622, 2.5675039, 3.943894]
[2.0, 3.1158498, 2.3866537, 3.4977111, 0.75251854, 4.4353144, 1.9435417, 2.9009752, 4.6125922, 3.1744464, 1.9623097]
[2.0, 3.2570879, 2.8586876, 4.2423953, 3.6781994, 2.526446, 1.9150402, 2.8007538, 1.8996943, 4.1985248, 1.2591284]
[2.0, 3.9480078, 4.9056382, 4.7780708, 2.9890379, 3.323899, 4.0370179, 3.6212939, 1.7970726, 3.749795, 1.3320345]
[2.0, 3.0511817, 3.7100388, 2.2656805, 4.2870643, 1.3204297, 2.4108279, 3.9188729, 1.3063654, 1.3062561, 3.0344739]
[2.0, 1.6322142, 4.3625931, 4.813655, 1.0984867, 3.811333, 3.2428236, 3.6159189, 2.9267082, 3.4315938, 1.8687472]
[2.0, 1.54467, 3.2482222, 3.242684, 0.8628002, 1.6187466, 3.2647836, 4.2132668, 3.1532033, 3.4334288, 4.6725111]
[2.0, 2.9162321, 2.8497001, 3.8022981, 3.6633165, 2.5213879, 3.8238754, 4.2198409, 0.77726958, 3.7145871, 3.2957238]
[2.0, 1.9577503, 3.2180559, 1.9558318, 1.9257363, 5.2158948, 3.6905874, 2.2360952, 3.4307264, 0.71329832, 2.6423935]
[2.0, 4.2859691, 2.5815364, 2.4747636, 2.7080479, 2.1147054, 2.4073462, 4.4873243, 2.9681052, 1.3821069, 2.3672434]
[1.0, 2.317731, 3.2680992, 3.7980438, 2.5004009, 3.4293329, 3.5826539, 2.4991126, 4.3195533, 0.17117663, 3.4837407]
[2.0, 1.6516404, 3.3033842, 2.2916279, 2.3276082, 1.3670536, 3.3424257, 2.4302258, 5.1837315, 1.86351, 1.2526989]
[1.0, 3.4544602, 4.3968361, 2.8046655, 2.0720189, 3.3209477, 0.75261998, 3.6588117, 3.1144937, 0.69001823, 4.3742368]
[2.0, 1.817626, 2.0619334, 2.0800926, 2.7741573, 4.7599922, 3.9338365, 3.3254656, 3.7966117, 1.0493982, 2.4091519]
[2.0, 2.964848, 2.5014053, 3.4456077, 2.7992322, 1.7554595, 2.8705697, 4.3288405, 4.3179025, 5.4482505, 3.9459959]
[1.0, 2.0286367, 3.2702695, 3.4088824, 1.9035327, 3.2701474, 2.4524401, 3.2439783, 3.2931539, 1.4542022, 3.3246577]
[1.0, 2.7833992, 3.5068929, 3.7575172, 4.0217593, 3.1421973, 3.4453792, 2.5524918, 3.0833364, 2.2267427, 2.6589254]
[1.0, 3.8564824, 3.0447754, 2.9919702, 2.8254765, 3.4166024, 1.7155797, 3.2687302, 2.4091234, 2.7188126, 1.8723526]
[2.0, 3.6907225, 2.5129666, 2.5165761, 3.3851141, 2.2232306, 2.0998464, 1.0172538, 3.5093604, 3.9474009, 3.0076236]
[2.0, 2.6838157, 3.3470222, 2.3881311, 4.611708, 2.932924, 2.5336516, 3.1462586, 3.6999302, 2.7518638, 3.0259184]
[2.0, 3.648336, 3.7065722, 3.4478789, 2.124099, 4.243512, 2.3397606, 4.1713099, 3.4592557, 1.5481054, 3.2200061]
[2.0, 1.3702008, 3.5747179, 2.9682767, 2.3221068, 2.4352254, 2.9200705, 2.9140974, 3.4669736, 4.2979326, 0.72287574]
[2.0, 3.4879888, 2.6712627, 2.1463641, 1.4375428, 3.6718089, 3.903974, 4.5874135, 3.2994717, 3.0963655, 2.6442592]
[2.0, 3.6567149, 1.1192048, 1.5781546, 3.2437507, 3.2534242, 3.1905958, 1.067062, 2.5827135, 3.2218791, 1.9645012]
[2.0, 2.3096797, 1.6769055, 2.8851627, 2.661736, 2.4939927, 3.9669473, 4.3651853, 3.9348858, 2.3585973, 2.1179421]
[2.0, 3.202844, 1.7482731, 4.1009309, 4.708621, 3.2766389, 3.9677264, 2.8837897, 1.9449343, 1.7322854, 2.8768349]
[2.0, 4.1332793, 4.7772536, 2.7347682, 1.9326514, 2.0210048, 2.759187, 1.7958497, 1.7735122, 4.0351387, 2.5266726]
[2.0, 3.1301071, 3.1133119, 1.7062146, 2.5294437, 3.9152804, 2.6395988, 3.2700952, 2.7620017, 2.5032676, 3.8175074]
[2.0, 3.2343122, 2.7289017, 2.1342661, 3.1626378, 2.3927948, 2.4716623, 3.2323865, 3.226406, 1.8972271, 2.1042832]
[1.0, 3.320999, 2.7692026, 2.5606424, 4.3604843, 3.3327647, 3.4162569, 3.4562442, 2.4047834, 4.4905893, 3.0163178]
[1.0, 1.3658434, 3.2743593, 3.8502357, 3.1068646, 3.2281684, 1.5750455, 4.1346137, 2.3541081, 2.0980675, 2.390887]
[2.0, 2.8011664, 4.0417306, 1.7764386, 3.7650719, 3.2887389, 1.8216028, 4.2300126, 3.1743548, 2.0833779, 3.2652359]
[2.0, 3.3584422, 0.84585525, 1.4369458, 2.99601, 2.3677801, 1.6816578, 3.4151457, 3.8671697, 2.7809674, 1.6047129]
[1.0, 1.9496453, 4.1134286, 3.3472314, 1.8483556, 3.1825054, 3.1611661, 3.1157781, 3.9268634, 2.6822898, 3.1809411]
[2.0, 3.1364764, 3.3854061, 2.0589935, 1.1272285, 4.5832514, 2.6093317, 3.3757077, 2.1029934, 3.4261106, 2.8878916]
[2.0, 4.3554458, 0.59028555, 3.1233571, 1.2008669, 2.3865056, 3.3280243, 0.96134605, 2.9451993, 3.0075285, 3.1115614]
[2.0, 1.5834685, 2.9398391, 3.7845235, 3.7049664, 3.8590881, 3.416572, 2.9978017, 2.6784796, 1.0715833, 1.9469598]
[2.0, 3.1248243, 4.8478714, 4.5050999, 2.5170512, 3.7423257, 5.8840892, 2.5285667, 4.5643725, 1.4616632, 1.742585]
